,0
242,23.031
243,21.181
244,21.486
245,21.793
246,22.104
247,22.411
248,22.719
249,23.031
250,19.516
251,19.834
252,20.152
253,20.47
254,21.106
255,21.417
256,21.743
257,19.834
258,20.152
259,20.47
260,21.106
261,21.417
262,21.744
263,19.516
264,19.834
265,20.152
266,20.47
267,21.106
268,21.417
269,21.744
270,19.516
271,19.834
272,20.152
273,20.47
274,21.107
275,21.417
276,21.744
277,19.516
278,19.834
279,20.152
280,20.47
281,21.107
282,21.417
283,21.744
284,19.516
285,19.834
286,20.152
287,20.47
288,21.107
289,21.417
290,21.744
291,14.705
292,15.066
293,15.427
294,15.788
295,16.149
296,16.509
297,16.87
298,14.705
299,15.066
300,15.427
301,15.788
302,16.149
303,16.509
304,16.87
305,14.705
306,15.066
307,15.427
308,15.788
309,16.149
310,16.509
311,16.87
312,14.705
313,15.066
314,15.427
315,15.788
316,16.149
317,16.51
318,16.87
319,14.705
320,15.066
321,15.427
322,15.788
323,16.149
324,16.51
325,16.87
326,14.705
327,15.066
328,15.427
329,15.788
330,16.149
331,16.51
332,16.87
333,17.433
334,16.662
335,15.874
336,14.193
337,13.513
338,17.433
339,16.662
340,15.874
341,14.193
342,13.512
343,17.433
344,16.662
345,15.874
346,14.193
347,13.512
348,17.433
349,16.662
350,15.874
351,14.193
352,13.512
353,17.433
354,16.662
355,15.874
356,14.193
357,13.512
358,17.433
359,16.662
360,15.874
361,14.193
362,13.512
363,15.0
364,15.0
365,15.0
366,15.0
367,15.0
368,15.0
369,15.0
370,15.0
371,15.0
372,15.0
373,15.0
374,15.0
375,23.715
376,24.582
377,26.261
378,27.108
379,23.715
380,24.582
381,26.261
382,27.108
383,23.715
384,24.582
385,26.261
386,27.108
387,23.715
388,24.583
389,26.261
390,27.108
391,23.715
392,24.583
393,26.261
394,27.108
395,23.715
396,24.583
397,26.261
398,27.108
399,17.334
400,17.872
401,18.417
402,18.953
403,19.491
404,17.334
405,17.872
406,18.417
407,18.953
408,19.491
409,17.334
410,17.872
411,18.417
412,19.491
413,17.334
414,17.873
415,18.417
416,18.953
417,19.491
418,17.334
419,17.873
420,18.417
421,18.953
422,19.491
423,17.334
424,17.873
425,18.417
426,18.953
427,19.491
428,15.0
429,15.0
430,15.0
431,15.0
432,15.0
433,15.0
434,15.0
435,15.0
436,15.0
437,15.0
438,15.0
439,15.0
440,15.0
441,15.0
442,15.0
443,15.0
444,15.0
445,15.0
446,15.0
447,15.0
448,15.0
449,15.0
450,15.0
451,15.0
452,15.0
453,15.0
454,15.0
455,15.0
456,15.0
457,15.0
458,15.0
459,15.0
460,15.0
461,15.0
462,15.0
463,15.0
464,15.0
465,15.0
466,15.0
467,15.0
468,15.0
469,15.0
470,15.0
471,15.0
472,15.0
473,15.0
474,15.0
475,15.0
476,15.0
477,15.0
478,15.0
479,15.0
480,15.0
481,15.0
482,9.24
483,9.394
484,9.5479
485,9.7017
486,9.24
487,9.394
488,9.5479
489,9.7017
490,9.24
491,9.394
492,9.5479
493,9.7017
494,9.2401
495,9.3941
496,9.5479
497,9.7017
498,9.2401
499,9.3941
500,9.5479
501,9.7017
502,9.2401
503,9.3941
504,9.548
505,9.7018
506,26.502
507,25.101
508,24.045
509,22.815
510,21.583
511,20.353
512,26.501
513,25.101
514,24.045
515,22.815
516,21.583
517,20.353
518,26.501
519,25.1
520,24.045
521,22.815
522,21.583
523,20.353
524,26.501
525,25.1
526,24.045
527,22.815
528,21.582
529,20.352
530,26.501
531,25.1
532,24.045
533,22.815
534,21.582
535,20.352
536,26.501
537,25.1
538,24.044
539,22.815
540,21.582
541,20.352
542,5.1376
543,5.0378
544,5.1376
545,5.0378
546,5.1376
547,5.0378
548,5.1375
549,5.0377
550,5.1375
551,5.0377
552,5.1375
553,5.0377
554,18.0
555,18.0
556,18.0
557,18.0
558,18.0
559,18.0
560,18.0
561,18.0
562,18.0
563,18.0
564,18.0
565,18.0
566,18.0
567,18.0
568,18.0
569,18.0
570,18.0
571,18.0
572,18.0
573,18.0
574,18.0
575,18.0
576,18.0
577,18.0
578,18.0
579,18.0
580,18.0
581,18.0
582,18.0
583,18.0
584,18.0
585,18.0
586,18.0
587,18.0
588,18.0
589,18.0
590,18.0
591,18.0
592,18.0
593,18.0
594,11.117
595,11.282
596,11.449
597,11.947
598,11.117
599,11.282
600,11.449
601,11.614
602,11.781
603,11.947
604,11.117
605,11.282
606,11.449
607,11.614
608,11.781
609,11.947
610,11.117
611,11.282
612,11.449
613,11.614
614,11.782
615,11.947
616,11.117
617,11.282
618,11.449
619,11.614
620,11.782
621,11.947
622,11.117
623,11.282
624,11.614
625,11.947
626,32.645
627,33.789
628,34.925
629,36.561
630,39.511
631,32.645
632,33.789
633,34.925
634,39.511
635,32.646
636,33.789
637,34.926
638,36.562
639,39.511
640,32.646
641,33.789
642,34.926
643,36.562
644,39.511
645,32.646
646,33.789
647,34.926
648,36.562
649,39.511
650,32.646
651,33.789
652,34.926
653,36.562
654,39.511
655,11.264
656,11.813
657,12.824
658,11.813
659,12.356
660,12.824
661,11.264
662,11.813
663,12.356
664,11.264
665,11.813
666,12.356
667,12.824
668,11.264
669,11.813
670,12.356
671,12.824
672,11.814
673,12.356
674,12.824
675,13.379
676,13.162
677,12.874
678,12.664
679,12.412
680,12.16
681,13.379
682,13.162
683,12.874
684,12.664
685,12.412
686,12.16
687,13.379
688,13.162
689,12.874
690,12.664
691,12.412
692,12.16
693,13.379
694,13.162
695,12.874
696,12.664
697,12.412
698,12.16
699,13.379
700,13.162
701,12.874
702,12.664
703,12.412
704,12.16
705,13.379
706,13.162
707,12.874
708,12.664
709,12.412
710,12.16
711,14.486
712,14.58
713,14.64
714,14.723
715,14.831
716,14.89
717,14.974
718,14.486
719,14.58
720,14.64
721,14.723
722,14.831
723,14.89
724,14.974
725,14.486
726,14.581
727,14.64
728,14.723
729,14.831
730,14.89
731,14.974
732,14.486
733,14.581
734,14.64
735,14.723
736,14.831
737,14.89
738,14.974
739,14.486
740,14.581
741,14.64
742,14.723
743,14.832
744,14.89
745,14.974
746,14.486
747,14.581
748,14.64
749,14.723
750,14.832
751,14.89
752,14.974
753,32.547
754,33.334
755,33.655
756,33.968
757,32.547
758,33.334
759,33.655
760,33.968
761,32.547
762,33.334
763,33.655
764,33.968
765,32.547
766,33.334
767,33.655
768,33.968
769,32.547
770,33.334
771,33.655
772,33.968
773,32.547
774,33.334
775,33.655
776,33.968
777,23.863
778,23.461
779,22.893
780,22.733
781,21.927
782,21.006
783,23.863
784,23.461
785,22.893
786,22.733
787,21.927
788,21.006
789,23.863
790,23.461
791,22.893
792,22.733
793,21.927
794,21.006
795,23.863
796,23.461
797,22.893
798,22.733
799,21.927
800,21.006
801,23.863
802,23.461
803,22.893
804,22.733
805,21.927
806,21.006
807,23.863
808,23.461
809,22.893
810,22.733
811,21.927
812,21.006
813,12.0
814,12.0
815,12.0
816,12.0
817,12.0
818,12.0
819,12.0
820,12.0
821,12.0
822,12.0
823,12.0
824,12.0
825,12.0
826,12.0
827,12.0
828,12.0
829,12.0
830,12.0
831,12.0
832,12.0
833,12.0
834,12.0
835,12.0
836,12.0
837,12.0
838,12.0
839,25.662
840,24.986
841,24.311
842,23.628
843,22.96
844,25.661
845,24.986
846,24.311
847,23.628
848,22.96
849,25.661
850,24.986
851,24.311
852,23.628
853,22.96
854,25.661
855,24.986
856,24.311
857,23.628
858,22.96
859,25.661
860,24.986
861,24.311
862,23.628
863,22.96
864,25.661
865,24.986
866,24.311
867,23.628
868,22.96
869,23.778
870,23.888
871,23.998
872,24.109
873,24.219
874,24.345
875,24.439
876,24.549
877,24.659
878,24.754
879,24.88
880,23.778
881,23.888
882,23.998
883,24.109
884,24.219
885,24.345
886,24.439
887,24.55
888,24.659
889,24.754
890,24.88
891,23.778
892,23.888
893,23.998
894,24.109
895,24.219
896,24.345
897,24.439
898,24.55
899,24.659
900,24.754
901,24.88
902,23.778
903,23.888
904,23.998
905,24.109
906,24.219
907,24.345
908,24.439
909,24.55
910,24.659
911,24.754
912,24.88
913,23.778
914,23.888
915,23.998
916,24.109
917,24.219
918,24.345
919,24.439
920,24.55
921,24.659
922,24.754
923,24.88
924,23.778
925,23.888
926,23.998
927,24.109
928,24.219
929,24.345
930,24.439
931,24.55
932,24.659
933,24.754
934,24.88
935,21.208
936,20.682
937,20.069
938,21.208
939,20.682
940,20.069
941,19.417
942,21.208
943,20.682
944,20.069
945,19.417
946,21.208
947,20.682
948,20.069
949,19.417
950,21.208
951,20.069
952,19.417
953,21.208
954,20.681
955,20.069
956,19.417
957,25.625
958,22.856
959,21.931
960,21.01
961,20.092
962,19.168
963,18.246
964,25.625
965,24.699
966,22.856
967,21.931
968,21.01
969,20.092
970,19.168
971,18.246
972,25.625
973,24.699
974,22.856
975,21.931
976,21.01
977,20.092
978,19.168
979,18.246
980,25.625
981,24.699
982,22.856
983,21.931
984,21.009
985,20.092
986,19.168
987,18.246
988,25.625
989,24.699
990,22.856
991,21.931
992,21.009
993,20.091
994,19.168
995,18.246
996,25.625
997,24.699
998,22.856
999,21.931
1000,21.009
1001,20.091
1002,19.168
1003,18.245
1004,7.1599
1005,7.6164
1006,7.924
1007,7.1599
1008,7.6164
1009,7.924
1010,7.1599
1011,7.6165
1012,7.924
1013,7.16
1014,7.6165
1015,7.924
1016,7.16
1017,7.6165
1018,7.924
1019,7.6165
1020,7.924
1021,28.226
1022,28.54
1023,28.856
1024,29.165
1025,29.481
1026,29.797
1027,28.226
1028,28.54
1029,28.856
1030,29.165
1031,29.482
1032,29.797
1033,28.226
1034,28.54
1035,28.856
1036,29.165
1037,29.482
1038,29.797
1039,28.226
1040,28.54
1041,28.856
1042,29.165
1043,29.482
1044,29.797
1045,28.54
1046,28.856
1047,29.165
1048,29.482
1049,29.797
1050,28.226
1051,28.54
1052,28.856
1053,29.165
1054,29.482
1055,29.797
1056,24.469
1057,25.394
1058,25.852
1059,26.309
1060,26.781
1061,24.469
1062,24.928
1063,25.394
1064,25.852
1065,26.309
1066,26.781
1067,24.469
1068,24.928
1069,25.394
1070,25.852
1071,26.309
1072,26.781
1073,24.469
1074,24.928
1075,25.395
1076,25.852
1077,26.309
1078,26.781
1079,24.469
1080,24.928
1081,25.395
1082,25.852
1083,26.309
1084,26.781
1085,24.469
1086,24.928
1087,25.395
1088,25.852
1089,26.309
1090,26.781
1091,35.551
1092,35.375
1093,35.203
1094,34.857
1095,34.509
1096,34.336
1097,34.163
1098,35.551
1099,35.375
1100,35.203
1101,35.031
1102,34.857
1103,34.509
1104,34.336
1105,34.163
1106,35.551
1107,35.375
1108,35.203
1109,35.031
1110,34.857
1111,34.509
1112,34.336
1113,34.163
1114,35.551
1115,35.375
1116,35.203
1117,35.031
1118,34.857
1119,34.509
1120,34.336
1121,34.163
1122,35.551
1123,35.375
1124,35.203
1125,35.031
1126,34.857
1127,34.509
1128,34.336
1129,34.163
1130,35.551
1131,35.375
1132,35.203
1133,35.031
1134,34.857
1135,34.509
1136,34.336
1137,34.163
1138,23.474
1139,23.177
1140,22.539
1141,22.539
1142,23.474
1143,23.177
1144,22.539
1145,23.474
1146,23.177
1147,22.539
1148,23.474
1149,23.177
1150,22.539
1151,23.474
1152,23.177
1153,22.539
1154,36.138
1155,36.628
1156,36.899
1157,37.281
1158,37.664
1159,36.138
1160,36.628
1161,36.899
1162,37.281
1163,37.664
1164,36.138
1165,36.628
1166,36.899
1167,37.281
1168,37.664
1169,36.138
1170,36.628
1171,36.899
1172,37.282
1173,37.664
1174,36.138
1175,36.628
1176,36.899
1177,37.282
1178,37.664
1179,36.138
1180,36.628
1181,36.899
1182,37.282
1183,37.664
1184,19.84
1185,19.678
1186,19.577
1187,19.431
1188,19.291
1189,19.145
1190,19.84
1191,19.678
1192,19.577
1193,19.431
1194,19.291
1195,19.145
1196,19.84
1197,19.678
1198,19.577
1199,19.431
1200,19.291
1201,19.145
1202,19.84
1203,19.678
1204,19.577
1205,19.431
1206,19.291
1207,19.145
1208,19.84
1209,19.678
1210,19.577
1211,19.431
1212,19.291
1213,19.145
1214,19.84
1215,19.678
1216,19.577
1217,19.431
1218,19.291
1219,19.145
1220,33.437
1221,33.703
1222,34.063
1223,33.437
1224,33.703
1225,34.063
1226,33.437
1227,33.703
1228,34.063
1229,33.437
1230,33.703
1231,34.063
1232,33.437
1233,33.703
1234,34.063
1235,33.437
1236,33.703
1237,34.064
1238,16.328
1239,16.099
1240,15.932
1241,15.636
1242,15.405
1243,15.174
1244,16.328
1245,16.099
1246,15.932
1247,15.636
1248,15.405
1249,15.174
1250,16.328
1251,16.099
1252,15.932
1253,15.636
1254,15.405
1255,15.174
1256,16.328
1257,16.099
1258,15.932
1259,15.636
1260,15.405
1261,15.174
1262,16.328
1263,16.099
1264,15.932
1265,15.636
1266,15.405
1267,15.174
1268,16.328
1269,16.099
1270,15.932
1271,15.636
1272,15.405
1273,15.174
1274,33.643
1275,35.832
1276,35.475
1277,35.109
1278,34.693
1279,34.012
1280,33.643
1281,35.832
1282,35.475
1283,35.109
1284,34.693
1285,34.38
1286,34.012
1287,33.643
1288,35.832
1289,35.109
1290,34.693
1291,34.38
1292,34.012
1293,33.643
1294,35.832
1295,35.475
1296,35.109
1297,34.693
1298,34.38
1299,34.012
1300,33.643
1301,35.832
1302,35.475
1303,35.109
1304,34.693
1305,34.38
1306,34.012
1307,33.643
1308,35.832
1309,35.475
1310,35.109
1311,34.693
1312,34.38
1313,34.012
1314,22.485
1315,21.988
1316,21.496
1317,21.007
1318,20.513
1319,22.485
1320,21.988
1321,21.495
1322,21.007
1323,20.513
1324,22.485
1325,21.988
1326,21.495
1327,21.007
1328,20.513
1329,22.485
1330,21.988
1331,21.495
1332,21.007
1333,20.513
1334,22.485
1335,21.988
1336,21.495
1337,21.007
1338,20.513
1339,22.485
1340,21.988
1341,21.495
1342,21.007
1343,20.513
