,0
621,13.788
622,25.763
623,26.806
624,31.084
625,26.566
626,11.127
627,27.514
628,13.291
629,17.945
630,31.0
631,18.203
632,16.672
633,26.64
634,36.55
635,24.788
636,17.0
637,23.304
638,36.174
639,26.344
640,27.594
641,18.0
642,28.123
643,21.747
644,28.478
645,28.123
646,24.37
647,12.0
648,10.359
649,17.135
650,30.67
651,19.64
652,26.96
653,20.457
654,28.591
655,16.062
656,14.434
657,12.0
658,31.0
659,17.042
660,13.596
661,10.768
662,17.012
663,16.836
664,24.37
665,30.892
666,10.876
667,36.556
668,31.237
669,31.0
670,9.6153
671,29.469
672,6.0
673,33.204
674,28.938
675,18.0
676,17.607
677,31.161
678,30.424
679,23.68
680,36.789
681,6.0
682,24.863
683,10.168
684,12.891
685,25.741
686,24.11
687,17.0
688,31.238
689,25.519
690,24.242
691,25.598
692,31.315
693,17.667
694,17.07
695,8.3883
696,12.106
697,8.2199
698,26.486
699,9.6154
700,8.4671
701,25.598
702,30.892
703,8.0103
704,13.158
705,30.917
706,14.434
707,28.478
708,36.868
709,17.975
710,17.595
711,20.333
712,20.947
713,24.863
714,13.934
715,14.434
716,6.0
717,10.912
718,31.0
719,11.305
720,17.719
721,36.988
722,26.379
723,18.702
724,21.321
725,17.336
726,22.525
727,32.451
728,16.836
729,25.293
730,28.692
731,15.002
732,30.431
733,26.382
734,25.147
735,28.478
736,17.364
737,17.493
738,16.816
739,30.777
740,26.652
741,30.424
742,6.0
743,8.3098
744,17.607
745,26.806
746,17.719
747,32.45
748,17.719
749,12.0
750,36.174
751,26.344
752,27.514
753,20.333
754,10.59
755,18.55
756,36.868
757,24.788
758,36.789
759,14.467
760,28.938
761,26.382
762,9.7995
763,31.0
764,12.0
765,21.914
766,19.029
767,29.51
768,18.0
769,26.867
770,26.376
771,10.359
772,11.087
773,20.947
774,19.871
775,26.796
776,28.692
777,17.0
778,12.0
779,26.177
780,6.0
781,13.691
782,17.135
783,28.006
784,31.501
785,17.0
786,12.0
787,14.434
788,29.175
789,14.25
790,6.0
791,13.596
792,30.431
793,36.556
794,36.174
795,21.914
796,31.0
797,29.056
798,33.806
799,29.797
800,12.0
801,8.0102
802,36.771
803,11.875
804,25.519
805,26.379
806,17.0
807,17.0
808,26.376
809,31.315
810,36.771
811,27.594
812,15.53
813,28.808
814,36.988
815,17.0
816,19.029
817,16.691
818,17.945
819,26.138
820,14.25
821,9.6153
822,17.0
823,16.672
824,34.401
825,25.741
826,36.948
827,12.49
828,31.238
829,17.901
830,28.478
831,25.741
832,29.928
833,17.975
834,26.344
835,17.608
836,26.867
837,25.282
838,26.652
839,15.0
840,16.062
841,17.135
842,8.9886
843,12.106
844,31.238
845,18.55
846,31.0
847,16.672
848,10.912
849,8.1515
850,18.93
851,17.719
852,12.891
853,17.667
854,12.0
855,17.336
856,8.3883
857,35.579
858,8.3883
859,23.339
860,25.787
861,10.949
862,26.798
863,27.217
864,13.044
865,16.607
866,36.868
867,10.633
868,24.69
869,31.511
870,31.161
871,27.842
872,36.174
873,31.501
874,18.0
875,12.0
876,26.382
877,31.0
878,10.633
879,17.126
880,17.0
881,21.3
882,30.67
883,31.0
884,10.359
885,17.015
886,27.217
887,24.788
888,23.035
889,16.816
890,7.4441
891,13.691
892,30.895
893,18.0
894,26.33
895,29.797
896,24.11
897,27.218
898,20.947
899,17.945
900,28.124
901,13.045
902,13.424
903,18.854
904,16.062
905,28.005
906,25.239
907,17.126
908,17.0
909,31.0
910,25.147
911,12.0
912,19.64
913,16.663
914,20.333
915,19.64
916,8.2199
917,16.869
918,29.51
919,24.11
920,23.791
921,26.953
922,28.057
923,13.691
924,31.469
925,23.304
926,18.702
927,10.633
928,16.869
929,12.0
930,30.177
931,17.975
932,12.106
933,26.96
934,25.275
935,26.498
936,9.7996
937,9.2893
938,26.867
939,29.144
940,26.995
941,25.032
942,31.309
943,31.084
944,28.692
945,26.138
946,36.556
947,17.364
948,36.789
949,36.868
950,13.045
951,16.792
952,26.806
953,23.14
954,16.607
955,20.333
956,9.2893
957,26.96
958,12.491
959,27.418
960,16.792
961,17.268
962,13.045
963,26.352
964,29.971
965,25.275
966,32.355
967,20.947
968,17.042
969,17.042
970,25.923
971,16.792
972,26.138
973,7.4441
974,24.863
975,32.451
976,18.702
977,27.418
978,16.691
979,6.0
980,16.663
981,28.654
982,31.315
983,28.807
984,24.487
985,11.789
986,12.491
987,36.709
988,17.0
989,20.564
990,29.144
991,31.236
992,26.33
993,15.0
994,9.2894
995,6.0
996,11.789
997,17.07
998,24.11
999,28.268
1000,18.203
1001,17.608
1002,17.012
1003,31.315
1004,16.664
1005,31.084
1006,13.424
1007,17.0
1008,16.589
1009,29.824
1010,30.424
1011,26.798
1012,25.598
1013,6.0
1014,30.895
1015,25.519
1016,19.871
1017,30.777
1018,17.0
1019,10.59
1020,12.388
1021,26.19
1022,24.863
1023,26.806
1024,18.778
1025,13.045
1026,31.0
1027,23.14
1028,12.631
1029,10.768
1030,20.564
1031,14.467
1032,9.7996
1033,18.203
1034,28.808
1035,26.796
1036,11.413
1037,29.971
1038,26.64
1039,33.806
1040,26.138
1041,14.25
1042,9.2894
1043,31.0
1044,28.692
1045,28.654
1046,6.0
1047,10.334
1048,13.691
1049,8.4671
1050,9.9402
1051,26.953
1052,34.985
1053,26.037
1054,24.69
1055,6.0
1056,26.19
1057,31.0
1058,18.0
1059,17.015
1060,26.498
1061,20.827
1062,17.0
1063,11.875
1064,18.0
1065,9.7995
1066,29.175
1067,17.0
1068,31.084
1069,14.646
1070,28.006
1071,30.177
1072,26.566
1073,13.574
1074,29.797
1075,6.0
1076,16.691
1077,26.382
1078,31.084
1079,11.087
1080,17.135
1081,36.988
1082,33.806
1083,24.487
1084,12.208
1085,14.467
1086,21.747
1087,25.519
1088,18.626
1089,16.607
1090,9.2893
1091,20.947
1092,27.418
1093,27.639
1094,30.917
1095,16.816
1096,27.842
1097,20.564
1098,36.771
1099,26.498
1100,8.2199
1101,14.434
1102,12.0
1103,31.0
1104,12.49
1105,8.9885
1106,18.93
1107,23.339
1108,14.25
1109,28.124
1110,28.005
1111,25.763
1112,7.8318
1113,32.45
1114,31.501
1115,31.0
1116,26.19
1117,36.988
1118,13.158
1119,36.948
1120,16.792
1121,26.33
1122,28.938
1123,17.015
1124,26.953
1125,31.0
1126,26.177
1127,32.354
1128,27.594
1129,26.177
1130,9.3742
1131,13.934
1132,31.511
1133,13.596
1134,25.239
1135,28.807
1136,16.623
1137,28.268
1138,22.525
1139,36.55
1140,13.044
1141,25.496
1142,31.469
1143,27.639
1144,36.709
1145,8.2199
1146,23.68
1147,21.3
1148,29.682
1149,18.626
1150,29.056
1151,31.309
1152,25.787
1153,28.692
1154,25.239
1155,36.868
1156,25.787
1157,10.912
1158,21.747
1159,14.467
1160,26.376
1161,11.305
1162,26.38
1163,31.0
1164,16.869
1165,24.487
1166,27.418
1167,18.626
1168,31.501
1169,8.9885
1170,33.806
1171,14.646
1172,28.092
1173,14.466
1174,10.633
1175,31.0
1176,31.161
1177,20.457
1178,19.871
1179,29.175
1180,17.0
1181,31.238
1182,25.496
1183,18.854
1184,29.682
1185,31.392
1186,26.352
1187,25.239
1188,20.028
1189,15.002
1190,17.719
1191,26.566
1192,26.867
1193,24.242
1194,20.107
1195,27.639
1196,8.3883
1197,19.029
1198,6.0
1199,18.203
1200,15.002
1201,29.824
1202,12.0
1203,17.0
1204,17.0
1205,20.107
1206,17.336
1207,25.032
1208,20.107
1209,18.702
1210,13.291
1211,26.037
1212,34.401
1213,36.556
1214,10.168
1215,13.691
1216,21.747
1217,29.824
1218,17.012
1219,28.268
1220,11.127
1221,17.595
1222,7.444
1223,6.0
1224,31.392
1225,12.0
1226,13.788
1227,12.208
1228,20.457
1229,16.869
1230,28.268
1231,25.956
1232,19.871
1233,14.434
1234,16.662
1235,26.379
1236,8.9886
1237,24.139
1238,16.691
1239,10.334
1240,25.496
1241,27.514
1242,7.4441
1243,8.1515
1244,29.469
1245,16.589
1246,17.0
1247,30.424
1248,31.469
1249,31.0
1250,29.469
1251,29.971
1252,13.934
1253,10.359
1254,31.392
1255,24.788
1256,17.595
1257,30.892
1258,16.664
1259,25.956
1260,26.796
1261,18.0
1262,26.96
1263,24.788
1264,30.431
1265,33.204
1266,17.667
1267,6.0
1268,22.178
1269,26.177
1270,21.914
1271,28.654
1272,18.854
1273,6.0
1274,6.0102
1275,14.863
1276,18.93
1277,10.949
1278,24.242
1279,6.0
1280,30.177
1281,12.0
1282,29.928
1283,30.777
1284,6.0
1285,25.956
1286,26.798
1287,16.662
1288,31.0
1289,29.971
1290,13.691
1291,31.0
1292,11.127
1293,9.3742
1294,6.0
1295,29.144
1296,17.945
1297,16.623
1298,12.834
1299,25.763
1300,29.469
1301,34.985
1302,31.511
1303,12.0
1304,7.8317
1305,12.106
1306,17.126
1307,23.14
1308,10.359
1309,23.14
1310,27.842
1311,30.892
1312,24.11
1313,20.028
1314,9.94
1315,31.0
1316,27.418
1317,11.789
1318,31.161
1319,17.901
1320,16.062
1321,34.401
1322,17.945
1323,22.525
1324,33.806
1325,17.07
1326,36.709
1327,31.0
1328,25.147
1329,29.929
1330,15.0
1331,31.238
1332,25.923
1333,7.8317
1334,14.863
1335,17.0
1336,31.0
1337,13.637
1338,23.304
1339,35.579
1340,17.268
1341,14.863
1342,31.236
1343,20.107
1344,17.595
1345,17.667
1346,21.3
1347,36.771
1348,17.0
1349,28.092
1350,28.092
1351,7.444
1352,18.203
1353,24.863
1354,12.891
1355,26.995
1356,10.633
1357,29.682
1358,33.806
1359,13.788
1360,13.574
