,0
623,32.66
624,31.43
625,30.207
626,28.799
627,27.74
628,33.878
629,32.659
630,31.429
631,30.206
632,28.799
633,27.739
634,33.878
635,32.659
636,31.429
637,30.206
638,28.799
639,27.739
640,33.878
641,32.659
642,31.429
643,30.206
644,28.799
645,27.739
646,5.9941
647,5.9369
648,5.8371
649,5.7377
650,5.6372
651,5.5373
652,5.4371
653,5.9941
654,5.9369
655,5.8371
656,5.7377
657,5.6372
658,5.5373
659,5.4371
660,5.9941
661,5.9369
662,5.8371
663,5.7377
664,5.6372
665,5.5373
666,5.4371
667,5.994
668,5.9369
669,5.8371
670,5.7377
671,5.6372
672,5.5373
673,5.4371
674,5.994
675,5.9369
676,5.8371
677,5.7377
678,5.6372
679,5.5373
680,5.4371
681,5.994
682,5.9369
683,5.8371
684,5.7377
685,5.6372
686,5.5373
687,5.437
688,18.0
689,18.0
690,18.0
691,18.0
692,18.0
693,18.0
694,18.0
695,18.0
696,18.0
697,18.0
698,18.0
699,18.0
700,18.0
701,18.0
702,18.0
703,18.0
704,18.0
705,18.0
706,18.0
707,18.0
708,18.0
709,18.0
710,18.0
711,18.0
712,18.0
713,18.0
714,18.0
715,18.0
716,18.0
717,18.0
718,10.115
719,10.281
720,10.45
721,10.615
722,10.782
723,10.949
724,10.029
725,10.115
726,10.281
727,10.45
728,10.615
729,10.782
730,10.949
731,10.029
732,10.115
733,10.281
734,10.45
735,10.615
736,10.782
737,10.949
738,10.029
739,10.115
740,10.281
741,10.45
742,10.615
743,10.782
744,10.949
745,10.029
746,10.115
747,10.281
748,10.45
749,10.615
750,10.782
751,10.949
752,10.029
753,10.115
754,10.281
755,10.45
756,10.615
757,10.782
758,10.949
759,25.066
760,29.217
761,30.353
762,31.504
763,25.066
764,29.217
765,30.353
766,31.504
767,25.066
768,29.217
769,30.353
770,31.505
771,25.066
772,29.217
773,30.353
774,31.505
775,25.066
776,29.217
777,30.353
778,31.505
779,25.066
780,29.217
781,30.354
782,31.505
783,7.4544
784,8.55
785,9.0904
786,9.635
787,10.179
788,10.723
789,7.4544
790,8.5501
791,9.0904
792,9.635
793,10.179
794,10.723
795,7.4544
796,8.5501
797,9.0904
798,9.635
799,10.179
800,7.4545
801,8.5502
802,9.0905
803,9.6352
804,10.179
805,10.724
806,7.4546
807,8.5502
808,9.0906
809,9.6352
810,10.179
811,10.724
812,7.4546
813,9.0906
814,9.6352
815,10.179
816,10.724
817,14.86
818,14.66
819,14.41
820,14.16
821,13.912
822,13.624
823,14.86
824,14.66
825,14.41
826,14.16
827,13.912
828,13.624
829,14.86
830,14.66
831,14.41
832,14.16
833,13.912
834,13.624
835,14.86
836,14.66
837,14.41
838,14.16
839,13.912
840,13.624
841,14.86
842,14.66
843,14.41
844,14.16
845,13.912
846,13.624
847,14.86
848,14.66
849,14.41
850,14.16
851,13.912
852,13.624
853,13.844
854,13.958
855,14.07
856,14.153
857,14.259
858,14.343
859,14.39
860,13.844
861,13.958
862,14.07
863,14.153
864,14.259
865,14.343
866,14.39
867,13.844
868,13.958
869,14.07
870,14.153
871,14.259
872,14.343
873,14.39
874,13.844
875,13.958
876,14.07
877,14.153
878,14.259
879,14.343
880,14.39
881,13.844
882,13.958
883,14.07
884,14.153
885,14.259
886,14.343
887,14.39
888,13.844
889,13.958
890,14.07
891,14.153
892,14.259
893,14.343
894,14.39
895,30.031
896,30.335
897,30.708
898,31.445
899,31.81
900,32.177
901,30.031
902,30.335
903,30.708
904,31.445
905,31.81
906,32.177
907,30.031
908,30.335
909,30.708
910,31.445
911,31.81
912,32.177
913,30.031
914,30.335
915,30.708
916,31.445
917,31.81
918,32.177
919,30.031
920,30.335
921,30.708
922,31.445
923,31.81
924,32.177
925,30.031
926,30.335
927,30.708
928,31.445
929,31.81
930,32.177
931,26.72
932,25.921
933,25.126
934,24.332
935,26.72
936,25.921
937,25.126
938,24.332
939,26.72
940,25.921
941,25.126
942,24.332
943,26.72
944,25.921
945,25.126
946,24.332
947,26.72
948,25.921
949,25.126
950,24.332
951,26.72
952,25.921
953,25.126
954,24.332
955,11.559
956,11.88
957,12.0
958,12.0
959,12.0
960,12.0
961,12.0
962,12.0
963,11.559
964,11.88
965,12.0
966,12.0
967,12.0
968,12.0
969,12.0
970,12.0
971,11.559
972,11.88
973,12.0
974,12.0
975,12.0
976,12.0
977,12.0
978,12.0
979,11.559
980,11.88
981,12.0
982,12.0
983,12.0
984,12.0
985,12.0
986,11.559
987,11.88
988,12.0
989,12.0
990,12.0
991,12.0
992,12.0
993,12.0
994,11.559
995,11.88
996,12.0
997,12.0
998,12.0
999,12.0
1000,12.0
1001,12.0
1002,30.39
1003,29.715
1004,29.038
1005,28.366
1006,27.689
1007,27.015
1008,30.39
1009,29.715
1010,29.038
1011,28.366
1012,27.689
1013,27.015
1014,30.39
1015,29.715
1016,29.038
1017,28.366
1018,27.689
1019,27.015
1020,30.39
1021,29.715
1022,29.038
1023,28.366
1024,27.689
1025,27.015
1026,30.39
1027,29.715
1028,29.038
1029,28.366
1030,27.689
1031,27.015
1032,30.39
1033,29.715
1034,29.038
1035,28.366
1036,27.015
1037,23.006
1038,23.009
1039,23.447
1040,23.541
1041,23.667
1042,23.006
1043,23.009
1044,23.447
1045,23.541
1046,23.667
1047,23.006
1048,23.009
1049,23.447
1050,23.541
1051,23.667
1052,23.006
1053,23.009
1054,23.447
1055,23.541
1056,23.667
1057,23.006
1058,23.009
1059,23.447
1060,23.541
1061,23.667
1062,23.006
1063,23.009
1064,23.447
1065,23.541
1066,23.667
1067,25.243
1068,24.587
1069,24.081
1070,23.447
1071,22.958
1072,22.308
1073,25.243
1074,24.587
1075,24.081
1076,23.447
1077,22.958
1078,22.308
1079,21.82
1080,25.243
1081,24.587
1082,24.081
1083,23.447
1084,22.958
1085,22.308
1086,21.82
1087,25.242
1088,24.587
1089,24.08
1090,23.447
1091,22.958
1092,22.308
1093,21.82
1094,25.242
1095,24.587
1096,24.08
1097,23.447
1098,22.958
1099,22.308
1100,21.82
1101,25.242
1102,24.587
1103,24.08
1104,23.446
1105,22.958
1106,22.308
1107,21.82
1108,31.967
1109,29.317
1110,28.395
1111,27.471
1112,26.547
1113,31.967
1114,29.317
1115,28.395
1116,27.471
1117,26.547
1118,31.967
1119,29.317
1120,28.395
1121,27.471
1122,26.547
1123,31.967
1124,29.317
1125,28.394
1126,27.47
1127,26.547
1128,31.967
1129,29.317
1130,28.394
1131,27.47
1132,26.547
1133,31.967
1134,29.317
1135,28.394
1136,27.47
1137,26.547
1138,6.2347
1139,6.3845
1140,6.5408
1141,6.6924
1142,6.9987
1143,6.2347
1144,6.3845
1145,6.5408
1146,6.6924
1147,6.9987
1148,6.2347
1149,6.3846
1150,6.5408
1151,6.6924
1152,6.9987
1153,6.2347
1154,6.3846
1155,6.5408
1156,6.6924
1157,6.9987
1158,6.2347
1159,6.3846
1160,6.5408
1161,6.6924
1162,6.9987
1163,6.2347
1164,6.3846
1165,6.5409
1166,6.6924
1167,6.9988
1168,26.491
1169,26.736
1170,26.98
1171,27.285
1172,27.598
1173,27.914
1174,26.736
1175,26.98
1176,27.285
1177,27.598
1178,27.914
1179,26.491
1180,26.736
1181,26.98
1182,27.285
1183,27.598
1184,27.914
1185,26.491
1186,26.736
1187,26.98
1188,27.285
1189,27.598
1190,26.491
1191,26.736
1192,26.98
1193,27.285
1194,27.598
1195,27.914
1196,26.491
1197,26.736
1198,26.98
1199,27.285
1200,27.598
1201,27.914
1202,21.232
1203,21.698
1204,22.157
1205,22.627
1206,23.08
1207,23.541
1208,24.012
1209,21.232
1210,21.698
1211,22.157
1212,22.627
1213,23.08
1214,23.541
1215,24.012
1216,21.232
1217,21.698
1218,22.157
1219,22.627
1220,23.08
1221,23.541
1222,24.012
1223,21.233
1224,21.698
1225,22.157
1226,22.627
1227,23.08
1228,23.541
1229,24.012
1230,21.233
1231,21.698
1232,22.157
1233,22.627
1234,23.08
1235,23.541
1236,24.012
1237,21.233
1238,21.699
1239,22.157
1240,22.627
1241,23.08
1242,23.541
1243,24.012
1244,36.591
1245,36.42
1246,36.243
1247,36.063
1248,35.899
1249,35.725
1250,36.591
1251,36.42
1252,36.243
1253,36.063
1254,35.899
1255,35.725
1256,36.591
1257,36.42
1258,36.243
1259,36.063
1260,35.899
1261,35.725
1262,36.591
1263,36.42
1264,36.243
1265,36.063
1266,35.899
1267,35.725
1268,36.591
1269,36.42
1270,36.243
1271,36.063
1272,35.899
1273,35.725
1274,36.591
1275,36.42
1276,36.243
1277,36.063
1278,35.899
1279,35.725
1280,25.689
1281,25.391
1282,25.092
1283,24.794
1284,24.412
1285,24.153
1286,23.816
1287,25.689
1288,25.391
1289,25.092
1290,24.794
1291,24.412
1292,24.153
1293,23.816
1294,25.689
1295,25.092
1296,24.794
1297,24.412
1298,24.153
1299,23.816
1300,25.689
1301,25.391
1302,25.092
1303,24.794
1304,24.412
1305,24.153
1306,23.816
1307,25.689
1308,25.391
1309,25.092
1310,24.794
1311,24.412
1312,24.153
1313,23.816
1314,25.689
1315,25.391
1316,25.092
1317,24.794
1318,24.412
1319,24.153
1320,23.816
1321,33.481
1322,33.858
1323,34.293
1324,34.62
1325,34.997
1326,35.375
1327,35.761
1328,33.481
1329,33.858
1330,34.293
1331,34.62
1332,34.997
1333,35.375
1334,35.761
1335,33.481
1336,33.858
1337,34.294
1338,34.62
1339,34.997
1340,35.375
1341,35.761
1342,33.481
1343,33.858
1344,34.294
1345,34.62
1346,34.997
1347,35.375
1348,35.762
1349,33.481
1350,33.858
1351,34.294
1352,34.62
1353,34.997
1354,35.375
1355,35.762
1356,33.481
1357,33.858
1358,34.294
1359,34.62
1360,34.997
1361,35.376
1362,35.762
1363,20.839
1364,20.719
1365,20.576
1366,20.433
1367,20.27
1368,20.127
1369,19.982
1370,20.839
1371,20.719
1372,20.576
1373,20.433
1374,20.27
1375,20.127
1376,19.982
1377,20.839
1378,20.719
1379,20.576
1380,20.433
1381,20.27
1382,20.127
1383,19.982
1384,20.839
1385,20.719
1386,20.576
1387,20.433
1388,20.27
1389,20.127
1390,19.982
1391,20.839
1392,20.719
1393,20.576
1394,20.433
1395,20.27
1396,20.127
1397,19.982
1398,20.839
1399,20.719
1400,20.576
1401,20.433
1402,20.27
1403,20.127
1404,19.982
1405,31.243
1406,31.627
1407,32.006
1408,32.248
1409,32.471
1410,32.777
1411,33.083
1412,31.243
1413,31.627
1414,32.006
1415,32.248
1416,32.471
1417,32.777
1418,33.083
1419,31.243
1420,31.627
1421,32.006
1422,32.248
1423,32.471
1424,32.777
1425,33.083
1426,31.243
1427,31.627
1428,32.006
1429,32.248
1430,32.472
1431,33.084
1432,31.243
1433,31.627
1434,32.006
1435,32.248
1436,32.472
1437,32.777
1438,33.084
1439,31.243
1440,31.627
1441,32.006
1442,32.248
1443,32.472
1444,32.777
1445,33.084
1446,17.745
1447,17.482
1448,17.285
1449,17.052
1450,16.789
1451,16.435
1452,17.745
1453,17.482
1454,17.285
1455,17.052
1456,16.789
1457,16.435
1458,17.745
1459,17.482
1460,17.285
1461,17.052
1462,16.789
1463,16.435
1464,17.745
1465,17.482
1466,17.285
1467,17.052
1468,16.789
1469,16.435
1470,17.745
1471,17.482
1472,17.285
1473,17.052
1474,16.789
1475,16.435
1476,17.745
1477,17.482
1478,17.285
1479,17.052
1480,16.789
1481,16.435
1482,37.364
1483,37.957
1484,37.659
1485,37.298
1486,36.933
1487,36.567
1488,36.202
1489,37.364
1490,37.957
1491,37.659
1492,37.298
1493,36.933
1494,36.567
1495,36.202
1496,37.364
1497,37.957
1498,37.658
1499,37.298
1500,36.933
1501,36.567
1502,36.202
1503,37.364
1504,37.957
1505,37.658
1506,37.297
1507,36.933
1508,36.567
1509,36.202
1510,37.364
1511,37.957
1512,37.658
1513,37.297
1514,36.933
1515,36.567
1516,36.202
1517,37.364
1518,37.957
1519,37.658
1520,36.933
1521,36.567
1522,36.202
1523,25.962
1524,25.452
1525,25.029
1526,24.402
1527,23.979
1528,23.482
1529,22.908
1530,25.962
1531,25.452
1532,25.029
1533,24.402
1534,23.979
1535,23.482
1536,22.908
1537,25.962
1538,25.452
1539,25.029
1540,24.402
1541,23.979
1542,23.482
1543,22.908
1544,25.962
1545,25.452
1546,25.029
1547,24.402
1548,23.979
1549,23.482
1550,22.908
1551,25.962
1552,25.452
1553,25.029
1554,24.402
1555,23.979
1556,23.482
1557,22.908
1558,25.961
1559,25.452
1560,25.029
1561,24.401
1562,23.979
1563,23.482
1564,22.908
